,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
2726,flat,palam vihar society,sector 2,0.4,8602.0,1.0,1,1,5.0,Moderately Old,450.0,0,0,0,0,0,0,39,28.5095,77.032
2727,flat,corona optus,sector 37c,1.5,6361.0,3.0,4,3+,14.0,New Property,2134.0,0,1,0,0,1,2,83,28.4515,76.9882
2728,flat,paras dews,sector 106,1.5,6369.0,4.0,6,3+,11.0,Relatively New,1535.0,0,1,0,0,0,2,174,28.5007,77.0003
2729,house,independent,sector 5,3.5,14787.0,5.0,4,2,2.0,Old Property,2367.0,0,0,0,1,1,2,36,28.4794,77.0176
2730,flat,surya vihar rwa,sector 21,1.3,6500.0,5.0,5,2,2.0,Old Property,2400.0,1,1,1,0,0,0,42,28.5134,77.0723
2731,house,independent,sector 15,1.8,10000.0,4.0,3,1,1.0,Old Property,1800.0,0,0,0,0,0,2,16,28.4621,77.0464
2732,flat,pareena coban residences,sector 99a,1.23,6159.0,3.0,5,3,5.0,Relatively New,1807.0,0,1,0,0,0,2,99,28.4561,76.9542
2733,flat,sare green parc,sector 92,0.85,6741.0,3.0,2,2,14.0,Relatively New,1261.0,0,0,0,0,0,2,0,28.4079,76.9153
2734,flat,ambience creacions,sector 22,3.99,12913.0,3.0,5,3+,3.0,New Property,2796.0,0,1,0,0,0,1,102,28.5072,77.064
2735,flat,pivotal devaan,sector 84,0.3,6667.0,1.0,1,1,14.0,New Property,500.0,0,0,0,0,0,0,22,28.3979,76.9736
2736,flat,supertech araville,sector 79,0.83,5425.0,2.0,2,3,5.0,New Property,1700.0,1,0,0,0,0,1,49,28.3624,76.9787
2737,house,independent,sector 9a,4.5,14286.0,9.0,9,3+,3.0,Relatively New,3150.0,1,0,0,1,1,0,38,28.4711,76.9981
2738,flat,pivotal devaan,sector 84,0.35,7246.0,2.0,2,2,4.0,Relatively New,537.0,0,0,0,0,0,2,37,28.3979,76.9736
2739,flat,ats marigold,sector 89,1.85,8605.0,3.0,3,3+,12.0,New Property,1946.0,0,1,0,0,0,2,37,28.4253,76.9439
2740,flat,smart world orchard,sector 61,1.6,13913.0,2.0,2,2,4.0,Under Construction,1278.0,0,0,0,0,0,2,16,28.405,77.0963
2741,flat,antriksh heights,sector 84,0.79,4580.0,3.0,3,3+,8.0,New Property,1561.0,0,0,0,0,0,2,24,28.3979,76.9736
2742,flat,avl 36 gurgaon,sector 36a,0.65,8953.0,2.0,2,2,7.0,Relatively New,657.0,0,0,0,0,0,2,89,28.4147,76.978
2743,flat,ompee k s residency,sector 110,1.6,2993.0,2.0,2,2,1.0,Relatively New,73.0,0,0,0,0,0,2,0,28.5145,77.0197
2744,flat,ss the leaf,sector 85,2.0,11869.0,3.0,4,3,5.0,Relatively New,2026.0,0,1,0,0,0,2,156,28.4042,76.9513
2745,house,independent,sector 9,0.5,6083.0,3.0,2,1,1.0,Old Property,822.0,0,0,0,0,0,2,0,28.4603,77.0
2746,flat,ats marigold,sector 89,1.5,8571.0,3.0,3,3,2.0,New Property,1944.0,0,0,0,0,1,2,49,28.4253,76.9439
2747,flat,dlf new town heights,sector 90,1.51,6387.0,4.0,4,3+,6.0,Relatively New,2362.0,0,1,0,1,0,0,142,28.4085,76.9369
2748,flat,bestech park view grand spa,sector 81,2.25,8459.0,3.0,4,3+,8.0,Relatively New,2300.0,1,1,1,0,0,0,122,28.3867,76.9485
2749,flat,mapsko mount ville,sector 79,1.55,8540.0,3.0,4,3,11.0,Relatively New,1416.0,0,1,0,0,0,0,152,28.3624,76.9787
2750,flat,dlf new town heights,sector 91,1.65,6346.0,4.0,4,3+,11.0,Moderately Old,2139.0,0,1,0,0,0,2,72,28.4014,76.9225
2751,flat,m3m merlin,sector 67,3.5,14843.0,3.0,4,3+,15.0,Relatively New,2134.0,0,1,0,0,0,0,158,28.3859,77.0608
2752,house,project housing board colony,sector 28,2.58,17695.0,4.0,2,2,2.0,Relatively New,1458.0,0,0,0,0,0,2,0,28.4728,77.0865
2753,flat,ansal housing highland park,sector 103,1.1,6243.0,3.0,3,3+,7.0,New Property,1500.0,0,0,0,0,0,2,87,28.4949,76.9845
2754,flat,eden landmark,manesar,0.5,3846.0,2.0,2,0,7.0,Under Construction,1300.0,0,0,0,0,0,2,0,28.3515,76.9428
2755,flat,ss the leaf,sector 85,1.05,6402.0,2.0,2,3,11.0,Relatively New,1484.0,0,0,0,0,0,2,44,28.4042,76.9513
2756,flat,pyramid urban,sector 67a,0.55,10516.0,2.0,2,2,3.0,Relatively New,581.0,0,0,0,0,0,2,73,28.3802,77.0674
2757,flat,shree vardhman flora,sector 90,0.7,5323.0,2.0,2,3,9.0,New Property,1350.0,1,0,0,0,0,2,60,28.4085,76.9369
2758,flat,vipul lavanya,sector 81,1.0,8000.0,2.0,2,2,7.0,Relatively New,1131.0,0,0,0,0,0,2,31,28.3867,76.9485
2759,flat,sunischit apartments,sector 54,1.75,7955.0,3.0,4,3+,5.0,Moderately Old,1900.0,0,1,0,0,0,0,83,28.4348,77.1089
2760,flat,signature global park,sohna road,0.9,6254.0,3.0,3,3,3.0,Relatively New,1599.0,0,0,0,1,0,2,96,28.4159,77.0274
2761,flat,indiabulls centrum park,sector 103,1.01,8080.0,2.0,2,3,5.0,Relatively New,1338.0,0,0,1,0,0,0,165,28.4949,76.9845
2762,house,international city by sobha phase 2,sector 109,9.5,26389.0,5.0,5,3+,2.0,Relatively New,3600.0,1,1,1,1,0,2,133,28.5073,77.0089
2763,house,independent,sector 28,9.0,27778.0,6.0,7,3+,3.0,Moderately Old,3240.0,1,1,1,1,0,2,67,28.4728,77.0865
2764,house,vatika signature villas,sector 82,3.2,14350.0,3.0,4,3,1.0,New Property,2160.0,1,1,1,1,0,2,66,28.3935,76.96
2765,flat,paras dews,sector 106,0.97,8818.0,2.0,2,3,6.0,New Property,1200.0,0,0,0,1,0,0,174,28.5007,77.0003
2766,house,vipul tatvam villa,sector 48,7.35,22812.0,4.0,5,2,2.0,Moderately Old,3222.0,1,1,1,1,0,0,144,28.4177,77.0359
2767,flat,sare crescent parc,sector 92,0.82,5384.0,3.0,3,3+,12.0,Relatively New,1523.0,0,0,0,0,0,2,0,28.4079,76.9153
2768,house,independent,sector 8,0.32,7111.0,2.0,3,1,1.0,Relatively New,450.0,0,0,0,0,0,2,0,28.3738,76.897
2769,flat,dlf new town heights,sector 86,1.4,5942.0,4.0,4,3+,20.0,Relatively New,2132.0,0,1,0,1,0,2,65,28.3986,76.9384
2770,flat,tulip ivory,sector 70,2.35,9792.0,4.0,4,3+,8.0,Moderately Old,2667.0,0,1,0,0,0,2,108,28.3944,77.0226
2771,flat,central park flower valley,sector 33,3.3,13750.0,3.0,3,3,2.0,Under Construction,2667.0,1,1,1,1,0,2,61,28.442,77.0207
2772,flat,smart world orchard,sector 61,2.0,12912.0,3.0,3,2,3.0,New Property,1721.0,0,0,0,0,1,2,61,28.405,77.0963
2773,flat,dlf the primus,sector 82a,2.7,10481.0,4.0,4,3+,18.0,Moderately Old,2576.0,0,1,0,0,0,2,38,28.3858,76.9686
2774,house,vatika signature villas,sector 82,5.0,15432.0,4.0,4,3+,3.0,Relatively New,3240.0,0,1,1,1,0,2,24,28.3935,76.96
2775,house,independent,sector 4,0.65,10317.0,1.0,1,1,1.0,Moderately Old,70.0,0,0,0,0,1,2,21,28.4738,77.0107
2776,flat,tata primanti,sector 72,3.4,15561.0,3.0,4,3+,9.0,Moderately Old,2185.0,0,1,0,0,0,2,38,28.4225,77.0211
2777,flat,puri diplomatic greens,sector 111,3.9,13000.0,4.0,5,3+,6.0,Relatively New,2996.0,0,1,0,0,0,1,160,28.5238,77.032
2778,flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2.0,2,2,5.0,Relatively New,1188.0,0,0,0,1,0,0,82,28.3925,77.0541
2779,flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3,1,14.0,Relatively New,1746.0,0,0,0,1,0,2,72,28.3986,76.9384
2780,flat,sare petioles,sector 92,1.25,6098.0,3.0,3,3,18.0,Under Construction,2278.0,0,1,0,0,0,2,44,28.4079,76.9153
2781,flat,trisara our homes 3,sohna road,0.4,6557.0,2.0,2,1,0.0,New Property,669.0,0,0,0,0,0,0,90,28.4159,77.0274
2782,flat,imperia the esfera,sector 37c,1.1,5405.0,3.0,4,3,9.0,Relatively New,1899.0,1,1,0,0,0,2,49,28.4515,76.9882
2783,flat,vatika city homes,sector 83,1.0,5747.0,3.0,3,2,2.0,Relatively New,1575.0,0,0,1,0,0,0,174,28.3986,76.9647
2784,flat,godrej,sector 79,1.93,8532.0,3.0,4,3+,5.0,Relatively New,2047.0,0,1,0,0,0,2,158,28.3624,76.9787
2785,flat,ss the leaf,sector 85,1.05,6162.0,2.0,2,3+,7.0,Relatively New,1512.0,0,0,1,0,0,2,144,28.4042,76.9513
2786,flat,supertech hues,sector 68,0.82,6949.0,2.0,2,3+,21.0,Under Construction,1068.0,0,0,0,0,1,2,72,28.3853,77.0484
2787,flat,orris carnation residency,sector 85,0.55,5789.0,2.0,2,2,5.0,Relatively New,1050.0,0,0,0,0,1,2,174,28.4042,76.9513
2788,house,satya the hermitage,sector 103,3.15,6702.0,4.0,5,0,12.0,Relatively New,4700.0,0,0,0,0,0,2,61,28.4949,76.9845
2789,flat,emaar gurgaon greens,sector 102,1.6,9697.0,3.0,3,3,8.0,Relatively New,1315.0,0,0,0,0,0,2,46,28.475,76.9715
2790,flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,3,3+,10.0,Moderately Old,1888.0,0,1,0,0,0,0,120,28.4276,77.0492
2791,flat,shree vardhman flora,sector 90,1.3,5253.0,4.0,5,2,9.0,Relatively New,2134.0,1,1,0,0,0,2,110,28.4085,76.9369
2792,house,godrej meridien,sector 106,5.6,14000.0,5.0,4,3+,33.0,New Property,4000.0,1,1,1,1,0,2,151,28.5007,77.0003
2793,flat,bestech park view city,sector 48,1.8,10251.0,3.0,4,3,3.0,Moderately Old,1951.0,1,0,0,0,0,0,76,28.4177,77.0359
2794,flat,sbtl caladium,sector 109,1.68,6601.0,3.0,3,3+,7.0,Moderately Old,2303.0,0,1,0,0,0,2,134,28.5073,77.0089
2795,house,ss aaron ville,sector 49,6.75,15000.0,5.0,4,2,2.0,New Property,4500.0,0,0,0,0,1,2,49,28.4121,77.048
2796,flat,corona gracieux,sector 76,1.46,5499.0,4.0,6,3+,8.0,New Property,2398.0,0,1,0,0,0,2,58,28.3935,76.9888
2797,flat,umang monsoon breeze,sector 78,1.2,6494.0,3.0,3,2,8.0,Moderately Old,2045.0,0,0,0,1,0,1,8,28.3733,76.9729
2798,flat,global hill view,sector 11,0.36,5150.0,2.0,2,0,15.0,Relatively New,699.0,0,0,0,0,0,2,0,28.4531,77.0202
2799,flat,mvn athens,sohna road,0.25,5187.0,2.0,2,1,0.0,Relatively New,535.0,0,0,0,1,0,2,90,28.4159,77.0274
2800,flat,housing apna enclave,sector 4,0.39,4105.0,2.0,2,1,1.0,Relatively New,950.0,0,0,0,0,0,2,0,28.4738,77.0107
2801,house,independent,sector 7,0.45,5000.0,3.0,2,0,1.0,Old Property,1000.0,0,0,0,0,0,2,0,28.4644,77.0143
2802,house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8.0,8,3,3.0,Moderately Old,3762.0,1,1,1,1,0,1,160,28.4629,77.0772
2803,house,independent,sector 11,0.9,10000.0,1.75,4,3+,4.0,Moderately Old,900.0,0,0,0,0,0,2,7,28.4531,77.0202
2804,flat,ss the leaf,sector 85,1.3,7927.0,2.0,2,2,17.0,New Property,1484.0,0,0,0,0,0,2,90,28.4042,76.9513
2805,flat,dlf new town heights,sector 90,2.0,7334.0,4.0,4,3+,20.0,Moderately Old,2468.0,0,1,0,0,1,2,49,28.4085,76.9369
2806,flat,tata primanti,sector 72,3.85,13253.0,4.0,5,3+,13.0,Relatively New,2629.0,0,1,0,0,0,0,174,28.4225,77.0211
2807,flat,signature global solera,sector 107,0.28,5726.0,2.0,2,2,6.0,Relatively New,543.0,0,0,0,0,0,2,45,28.5052,76.9729
2808,house,eldeco mansionz,sector 48,4.75,20299.0,7.0,7,3,2.0,Moderately Old,2340.0,1,0,0,0,0,0,33,28.4177,77.0359
2809,flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2,2,2.0,Relatively New,905.0,0,0,0,0,1,2,72,28.4079,76.9153
2810,flat,paras irene,sector 70a,1.3,9220.0,2.0,2,3,19.0,Moderately Old,1426.0,0,0,0,0,0,0,49,28.3845,77.0226
2811,flat,smart world gems,sector 89,1.2,8433.0,3.0,3,2,2.0,New Property,1581.0,0,0,0,0,0,2,44,28.4253,76.9439
2812,flat,experion windchants,sector 112,2.5,13889.0,2.0,2,3,10.0,Relatively New,1939.03,1,0,0,1,0,0,174,28.5282,77.0176
2813,flat,vatika xpressions,sector 88b,0.92,6815.0,2.0,2,3,3.0,New Property,1350.0,0,0,0,0,0,2,26,28.4446,76.9542
2814,house,independent,sector 12,2.9,10741.0,7.0,7,3,2.0,Old Property,2700.0,0,0,0,0,0,2,7,28.4723,77.032
2815,flat,m3m sierra 68,sector 68,1.25,10246.0,2.0,2,3,4.0,New Property,938.0,0,0,0,0,0,2,44,28.3853,77.0484
2816,flat,conscient heritage max,sector 102,2.1,9772.0,3.0,4,3+,10.0,Relatively New,1945.0,1,1,0,0,0,2,53,28.475,76.9715
2817,house,independent,sector 23,5.65,17706.0,7.0,7,3+,2.0,Moderately Old,5000.0,0,1,0,1,0,2,68,28.5121,77.0478
2818,flat,paras dews,sector 106,1.25,10656.0,3.0,4,3,14.0,Relatively New,1305.0,1,1,0,0,0,2,167,28.5007,77.0003
2819,flat,emaar gurgaon greens,sector 102,1.3,7879.0,3.0,3,3,4.0,Relatively New,1315.0,0,1,0,0,0,0,125,28.475,76.9715
2820,flat,dlf new town heights,sector 90,1.2,6218.0,3.0,3,3+,15.0,Relatively New,1747.0,0,0,0,0,0,2,37,28.4085,76.9369
2821,flat,global hill view,sector 11,0.33,4269.0,2.0,2,0,11.0,Relatively New,761.0,0,0,0,0,0,2,0,28.4531,77.0202
2822,flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3.0,3,2,1.0,Relatively New,1294.0,0,0,0,0,0,0,151,28.4345,77.1446
2823,flat,corona optus,sector 37c,1.2,6916.0,3.0,4,3,8.0,Relatively New,1635.0,0,0,0,0,0,2,149,28.4515,76.9882
2824,flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4,3+,4.0,Old Property,1738.0,0,1,0,0,0,2,84,28.5095,77.032
2825,flat,ss the leaf,sector 85,1.04,8320.0,2.0,2,3,17.0,New Property,1550.0,0,0,0,0,1,2,145,28.4042,76.9513
2826,house,emaar mgf marbella,sector 66,11.0,33951.0,5.0,6,3+,2.0,New Property,3240.0,1,1,1,1,0,0,153,28.3925,77.0541
2827,flat,ansal plaza,sector 2,1.0,10000.0,2.0,3,0,1.0,Moderately Old,1000.0,0,0,0,0,0,2,0,28.5095,77.032
2828,flat,sonata group housing gh 24,manesar,1.65,5893.0,4.0,3,3,8.0,New Property,3111.0,0,1,0,0,0,2,20,28.3515,76.9428
2829,flat,emaar imperial gardens,sector 102,1.91,9550.0,3.0,4,2,17.0,Relatively New,1587.0,1,1,0,0,0,0,152,28.475,76.9715
2830,flat,hcbs sports ville,sector 2,0.35,4375.0,2.0,2,2,8.0,Relatively New,800.0,0,0,0,0,0,2,37,28.5095,77.032
2831,house,bptp astaire gardens,sector 70a,6.5,27873.0,4.0,4,3+,2.0,New Property,2332.0,1,1,0,1,0,0,160,28.3845,77.0226
2832,house,unitech deerwood chase,sector 50,8.45,26153.0,3.0,3,2,2.0,Old Property,3231.0,1,1,0,0,0,0,102,28.4178,77.0628
2833,flat,paras dews,sector 106,1.4,6001.0,3.0,4,3+,12.0,Under Construction,1593.0,1,1,0,0,1,2,55,28.5007,77.0003
2834,flat,dlf regency park,sector 28,1.35,11739.0,2.0,2,2,14.0,Old Property,1120.0,0,0,1,0,0,2,66,28.4728,77.0865
2835,flat,piedmont taksila heights,sector 37c,1.0,6506.0,3.0,3,3+,8.0,Relatively New,1708.0,0,0,0,0,0,0,49,28.4515,76.9882
2836,house,signature global city,sector 37d,1.27,8089.0,3.0,3,3,4.0,Under Construction,1570.0,0,0,0,1,0,2,89,28.4478,76.9703
2837,flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2.0,2,2,3.0,New Property,833.0,0,0,0,0,0,0,13,28.4345,77.1446
2838,flat,vatika lifestyle homes,sector 83,1.04,5699.0,3.0,2,2,2.0,Moderately Old,1500.0,0,0,0,0,0,2,95,28.3986,76.9647
2839,flat,umang monsoon breeze,sector 78,0.95,5491.0,3.0,3,2,9.0,Relatively New,1730.0,0,0,0,0,0,0,65,28.3733,76.9729
2840,house,independent,sector 12,1.7,8000.0,5.0,5,3,3.0,Moderately Old,2000.0,0,0,0,1,1,2,9,28.4723,77.032
2841,flat,ireo victory valley,sector 67,3.15,12847.0,3.0,4,3+,15.0,Relatively New,2219.0,0,1,0,1,0,0,149,28.3859,77.0608
2842,flat,chintels paradiso,sector 109,1.97,7490.0,4.0,4,2,11.0,Relatively New,2380.0,0,1,0,1,0,2,49,28.5073,77.0089
2843,flat,m3m the marina,sector 68,1.32,8759.0,2.0,2,3,15.0,Relatively New,1364.0,1,0,0,0,0,2,120,28.3853,77.0484
2844,flat,bestech park view residency,sector 2,1.36,7645.0,3.0,3,3+,5.0,Moderately Old,1611.0,0,0,0,0,0,2,84,28.5095,77.032
2845,flat,puri emerald bay,sector 104,1.58,9117.0,2.0,3,3,11.0,Relatively New,1538.0,0,1,0,0,0,2,101,28.4788,76.996
2846,house,independent,sector 3,0.6,6000.0,1.0,1,0,1.0,Moderately Old,1000.0,0,0,0,0,0,2,0,28.4909,77.0176
2847,house,independent,sector 57,3.3,19097.0,4.0,4,2,3.0,Moderately Old,1728.0,0,0,1,0,0,0,60,28.4232,77.0752
2848,flat,vatika gurgaon,sector 83,0.87,6988.0,2.0,2,2,3.0,Moderately Old,1127.0,0,0,0,0,0,2,35,28.3986,76.9647
2849,flat,signature global synera,sector 81,0.4,6319.0,2.0,2,1,12.0,Relatively New,586.0,0,0,0,0,0,2,23,28.3867,76.9485
2850,flat,m3m woodshire,sector 107,1.45,6141.0,3.0,4,3+,7.0,Relatively New,1900.0,0,1,0,0,0,2,67,28.5052,76.9729
2851,flat,paras dews,sector 106,1.34,9551.0,4.0,5,3+,7.0,Relatively New,1535.0,0,1,0,0,0,2,49,28.5007,77.0003
2852,flat,bestech park view ananda,sector 81,1.4,7735.0,3.0,3,3+,6.0,Relatively New,1475.0,0,0,0,0,0,2,95,28.3867,76.9485
2853,house,independent,sector 50,7.0,23333.0,4.0,4,2,3.0,Old Property,3400.0,0,1,0,0,0,2,118,28.4178,77.0628
2854,house,independent,sector 14,5.5,16975.0,5.0,4,2,2.0,Old Property,3240.0,1,0,0,0,0,2,27,28.4711,77.0454
2855,flat,m3m heights,sector 65,1.95,15997.0,2.0,2,3,16.0,Under Construction,1141.0,0,0,0,0,0,2,44,28.403,77.069
2856,flat,emaar gurgaon greens,sector 102,1.45,14174.0,3.0,3,3,10.0,Relatively New,1315.0,0,1,0,0,0,2,165,28.475,76.9715
2857,flat,vasant appartments,sector 14,1.7,7391.0,5.0,5,2,2.0,Old Property,2556.0,1,0,1,1,0,1,71,28.4711,77.0454
2858,house,dlf city plots phase 2,sector 25,6.5,33592.0,3.0,9,3+,3.0,Old Property,1935.0,1,1,1,1,0,0,142,28.4844,77.086
2859,flat,tulip violet,sector 69,1.37,8676.0,3.0,3,1,12.0,Relatively New,1568.0,0,0,0,1,0,2,95,28.3966,77.0341
2860,house,independent,sector 25,16.0,26667.0,6.0,5,2,3.0,Relatively New,6000.0,0,0,0,0,0,2,0,28.4844,77.086
2861,flat,ashiana apartment,sector 23,0.16,2051.0,2.0,2,2,1.0,Moderately Old,706.0,0,0,0,0,0,2,0,28.5121,77.0478
2862,flat,indiabulls enigma,sector 110,4.49,11572.0,5.0,5,3+,4.0,Relatively New,3511.0,0,1,0,0,0,2,165,28.5145,77.0197
2863,flat,bestech park view residency,sector 2,0.98,6960.0,2.0,2,3,0.0,Moderately Old,1281.0,0,0,0,0,0,2,85,28.5095,77.032
2864,flat,ild grand,sector 37c,0.66,5038.0,2.0,2,3+,14.0,Relatively New,1310.0,0,0,0,0,0,2,60,28.4515,76.9882
2865,flat,dlf new town heights,sector 90,1.8,6601.0,4.0,4,3+,23.0,Moderately Old,2468.0,0,0,0,0,0,2,67,28.4085,76.9369
2866,house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3.0,3,3+,4.0,New Property,2700.0,0,0,0,1,0,0,7,28.4629,77.0772
2867,house,international city by sobha phase 2,sector 109,12.5,26670.0,5.0,6,3,3.0,Relatively New,4500.0,1,1,1,1,0,2,63,28.5073,77.0089
2868,flat,apex our homes,sector 37c,0.33,3568.0,2.0,2,1,3.0,Relatively New,850.0,0,0,0,0,0,0,158,28.4515,76.9882
2869,house,independent,sector 43,1.9,3909.0,3.0,3,3+,3.0,Old Property,60.0,0,0,0,0,0,1,0,28.4629,77.0772
2870,house,independent,sector 57,8.31,24171.0,5.0,6,3+,4.0,Old Property,3438.0,1,1,1,1,0,2,34,28.4232,77.0752
2871,flat,spaze privvy the address,sector 93,1.45,8033.0,3.0,4,2,12.0,Relatively New,1350.0,0,0,0,0,0,0,96,28.4153,76.9326
2872,flat,birla navya,sector 63a,3.3,15349.0,3.0,3,3,4.0,Under Construction,2150.0,0,1,0,0,0,2,52,28.3923,77.0888
2873,flat,signature global park,sohna road,0.54,6391.0,2.0,2,3,4.0,New Property,676.0,0,0,0,0,0,2,44,28.4159,77.0274
2874,flat,sare petioles,sector 92,1.3,6373.0,4.0,4,0,7.0,Relatively New,2040.0,0,0,0,0,0,2,0,28.4079,76.9153
2875,flat,ramprasta awho,sector 95,0.92,5257.0,3.0,3,3+,13.0,New Property,1750.0,0,0,0,0,0,2,0,28.4172,76.9081
2876,flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3.0,3,2,2.0,Old Property,1401.0,0,0,0,0,0,2,19,28.4604,77.0579
2877,flat,apna enclave,sector 3,0.5,7692.0,2.0,2,1,1.0,Old Property,722.0,0,0,0,0,0,0,37,28.4909,77.0176
2878,house,independent,sector 25,4.35,32222.0,5.0,4,3,3.0,Old Property,1350.0,0,1,0,0,0,2,49,28.4844,77.086
2879,flat,m3m golfestate,sector 65,5.3,24212.0,3.0,3,3,38.0,Moderately Old,2506.0,0,1,0,0,0,1,49,28.403,77.069
2880,house,independent,sector 7,0.27,12000.0,2.0,2,1,2.0,Moderately Old,225.0,0,0,0,0,0,2,12,28.4644,77.0143
2881,flat,pyramid urban homes 2,sector 86,0.41,8283.0,2.0,2,1,7.0,New Property,557.0,1,1,0,1,1,2,49,28.3986,76.9384
2882,flat,dlf the ultima,sector 81,2.5,11726.0,3.0,3,2,4.0,Relatively New,2130.0,0,1,0,0,0,1,82,28.3867,76.9485
2883,flat,tulip violet,sector 69,1.55,9823.0,3.0,3,2,9.0,Relatively New,1428.0,0,0,0,1,0,0,165,28.3966,77.0341
2884,flat,baani city center,sector 63,0.88,10945.0,1.0,1,2,4.0,New Property,804.0,0,0,0,0,0,2,0,28.3971,77.0867
2885,flat,godrej,sector 79,1.33,8531.0,2.0,2,3,6.0,Relatively New,1411.0,1,0,0,0,0,2,158,28.3624,76.9787
2886,flat,godrej,sector 79,1.34,8524.0,2.0,2,3,2.0,Relatively New,1423.0,1,0,0,0,0,2,158,28.3624,76.9787
2887,house,independent,sector 43,8.25,30556.0,5.0,6,3+,3.0,Moderately Old,2700.0,1,1,1,1,0,0,64,28.4629,77.0772
2888,flat,shri banke bihari society,sector 56,1.35,9643.0,3.0,3,3+,4.0,Old Property,1450.0,0,0,0,0,1,0,174,28.4245,77.0991
2889,flat,dlf the primus,sector 82a,2.95,11452.0,4.0,5,3+,10.0,Relatively New,2110.0,0,1,0,0,0,1,174,28.3858,76.9686
2890,flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,4,3+,10.0,Moderately Old,1916.0,0,1,0,0,0,2,103,28.4276,77.0492
2891,flat,vatika gurgaon,sector 83,1.08,6225.0,3.0,3,2,11.0,Relatively New,1570.0,0,0,0,0,1,2,19,28.3986,76.9647
2892,flat,mapsko casa bella,sector 82,3.0,6134.0,4.0,6,3+,25.0,Relatively New,4425.0,0,1,0,1,0,0,119,28.3935,76.96
2893,flat,ss the leaf,sector 85,2.0,8306.0,3.0,4,3,6.0,Relatively New,2300.0,0,1,0,0,0,2,49,28.4042,76.9513
2894,flat,paras dews,sector 106,1.15,6534.0,3.0,4,3+,12.0,Relatively New,1186.0,1,1,0,0,0,0,174,28.5007,77.0003
2895,house,international city by sobha phase 1,sector 109,5.7,10556.0,4.0,5,3+,3.0,Relatively New,5400.0,1,1,1,1,0,2,160,28.5073,77.0089
2896,flat,godrej frontier,sector 80,1.6,6999.0,3.0,3,3,5.0,Moderately Old,2047.0,0,1,0,0,0,2,53,28.3659,76.9557
2897,flat,supertech araville,sector 79,1.45,7455.0,3.0,3,3,3.0,Relatively New,2161.0,0,0,0,0,0,2,0,28.3624,76.9787
2898,house,unitech aspen greens,sector 50,6.95,32176.0,3.0,3,1,2.0,Moderately Old,2160.0,0,1,0,0,0,2,160,28.4178,77.0628
2899,flat,la vida by tata housing,sector 113,1.55,11654.0,2.0,2,3,2.0,New Property,1276.0,0,0,0,0,0,2,174,28.5287,77.0233
2900,house,independent,sector 2,6.0,24691.0,5.0,6,3+,3.0,Old Property,2430.0,1,0,0,1,1,0,43,28.5095,77.032
2901,house,dlf city plots,sector 26,12.5,38580.0,4.0,5,2,2.0,Moderately Old,3240.0,1,1,0,0,0,0,121,28.4757,77.1032
2902,flat,pareena laxmi apartments,sector 99a,0.3,5425.0,2.0,1,2,5.0,New Property,511.0,0,0,0,0,0,2,66,28.4561,76.9542
2903,flat,ireo the corridors,sector 67a,1.3,10031.0,2.0,2,2,1.0,New Property,1296.0,0,0,0,0,0,2,55,28.3802,77.0674
2904,flat,signature global park 4,sector 36,0.82,7586.0,3.0,2,3,2.0,New Property,1201.0,0,0,0,0,0,2,24,28.416,76.9914
2905,flat,sare crescent parc,sector 92,0.9,4278.0,4.0,5,3+,14.0,Relatively New,1692.0,0,1,0,0,1,2,62,28.4079,76.9153
2906,house,independent,sector 50,10.45,38704.0,4.0,5,2,3.0,Moderately Old,4000.0,1,1,0,1,0,0,142,28.4178,77.0628
2907,flat,tata gurgaon gateway,sector 113,6.0,9139.0,5.0,6,3+,24.0,Moderately Old,7294.0,0,0,0,0,0,2,117,28.5287,77.0233
2908,flat,dlf new town heights,sector 90,1.9,5684.0,4.0,4,3+,7.0,Relatively New,2468.0,0,1,0,1,0,2,88,28.4085,76.9369
2909,flat,railway officers rpf society,sector 9a,1.25,6921.0,4.0,3,3,1.0,Old Property,2007.0,0,1,0,0,0,2,40,28.4711,76.9981
2910,house,independent,sector 9,1.25,8735.0,3.333333333333333,6,3+,3.0,Old Property,1431.0,0,0,0,0,0,2,0,28.4603,77.0
2911,flat,krisumi waterfall residences,sector 36a,2.3,15551.0,2.0,2,2,23.0,Relatively New,1479.0,0,0,0,0,0,2,58,28.4147,76.978
2912,flat,godrej nature plus serenity,sector 33,1.39,11583.0,3.0,2,3+,23.0,Under Construction,1333.0,0,0,0,0,0,2,105,28.442,77.0207
2913,flat,dlf the icon,sector 43,6.0,26087.0,4.0,4,3+,18.0,Old Property,2556.0,0,1,0,0,0,0,150,28.4629,77.0772
